Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,vapourism.co.uk,vapeuk.co.uk,vapeshop.co.uk,totallywicked-eliquid.co.uk,vapourism.co.uk (pages),vapeuk.co.uk (pages),vapeshop.co.uk (pages),totallywicked-eliquid.co.uk (pages),Results
6k vapes,"Commercial, Informational",170,9,0.00,0.00,0,14,2,3,,https://vapeuk.co.uk/feoba-big-bar-6000-disposable-vape-kit,https://www.vapeshop.co.uk/products/hayati-pro-max-6000-puffs,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/kit-types/big-puff-vapes/6000-puff-vapes,802000
6mg vape juice,"Commercial, Informational",170,6,0.00,0.00,0,30,8,70,,https://vapeuk.co.uk/e-liquids/nicotine-salt-e-liquids,https://www.vapeshop.co.uk/collections/6mg,https://www.totallywicked-eliquid.co.uk/,2590000
aegis vape,"Commercial, Informational",170,11,0.00,0.00,0,10,24,88,,https://vapeuk.co.uk/geekvape-aegis-boost-3-vape-kit,https://www.vapeshop.co.uk/collections/geekvape-vape-kits,https://www.totallywicked-eliquid.co.uk/,4330000
af5000 elf bar,"Commercial, Informational",170,10,0.00,0.00,0,5,57,7,,https://vapeuk.co.uk/elf-bar-af5000-disposable-vape-kit,https://www.vapeshop.co.uk/collections/elf-bar,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/vape-pod-kits/elf-bar-pod-kits,258000
apple vape,Commercial,170,7,0.00,0.00,0,12,27,6,,https://vapeuk.co.uk/lost-mary-maryliq-double-apple-nic-salt,https://www.vapeshop.co.uk/products/apple-sour-vuse-pro-pods,https://www.totallywicked-eliquid.co.uk/double-apple-lost-mary-bm6000-kit,60900000
apple vapor,Commercial,170,23,0.00,0.00,0,41,73,91,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/products/apple-sour-vuse-pro-pods,https://www.totallywicked-eliquid.co.uk/double-apple-lost-mary-bm6000-kit,31300000
argus vape pod,"Commercial, Informational",170,14,0.00,0.00,0,6,25,73,,https://vapeuk.co.uk/voopoo-argus-top-fill-v2-pod-cartridges,https://www.vapeshop.co.uk/collections/voopoo,https://www.totallywicked-eliquid.co.uk/,2410000
aspire pods,"Commercial, Informational",170,10,0.00,0.01,0,8,17,89,,https://vapeuk.co.uk/aspire-gotek-refillable-vape-pods,https://www.vapeshop.co.uk/collections/aspire-vape-pods,https://www.totallywicked-eliquid.co.uk/,4730000
aspire vape pen,Informational,170,26,0.00,0.00,0,22,15,89,,https://vapeuk.co.uk/vendors/aspire,https://www.vapeshop.co.uk/collections/aspire-vape-kits,https://www.totallywicked-eliquid.co.uk/,3300000
at check vaporesso,Informational,170,15,0.00,0.00,0,37,68,3,,https://vapeuk.co.uk/troubleshooting-common-vaping-problems,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/vaped/how-to-fix-no-atomizer-or-check-atomizer-on-your-e-cig/,1840000
bar juice e liquid,Informational,170,36,0.00,0.00,0,9,34,41,,https://vapeuk.co.uk/e-liquids,https://www.vapeshop.co.uk/collections/bar-juice-5000-nic-salt-eliquid,https://www.totallywicked-eliquid.co.uk/,80700000
bar juice nic salt,Informational,170,27,0.00,0.00,0,10,29,59,,https://vapeuk.co.uk/e-liquids/that-bar-juice-nic-salts,https://www.vapeshop.co.uk/collections/bar-juice-5000-nic-salt-eliquid,https://www.totallywicked-eliquid.co.uk/,6280000
bar juice nic salts,Informational,170,33,0.00,0.00,0,9,13,64,,https://vapeuk.co.uk/nic-salts-and-bar-salts-explained,https://www.vapeshop.co.uk/products/cream-tobacco-nic-salt-by-bar-juice-5000,https://www.totallywicked-eliquid.co.uk/,3000000
best 18650 battery for vaping,Commercial,170,20,0.00,0.00,0,36,67,65,,https://vapeuk.co.uk/mods/battery-cells,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,1250000
best 50/50 vape juice 100ml,Commercial,170,9,0.00,0.00,0,1,45,39,,https://vapeuk.co.uk/e-liquids/shortfill-e-liquids/50-50-shortfill-e-liquids,https://www.vapeshop.co.uk/collections/eliquid,https://www.totallywicked-eliquid.co.uk/e-liquids,202000
best crystal bar flavour,Commercial,170,8,0.00,0.00,0,9,59,36,,https://vapeuk.co.uk/blog/the-best-crystal-bar-flavours,https://www.vapeshop.co.uk/collections/ske-crystal-bar-disposable-vapes,https://www.totallywicked-eliquid.co.uk/vaped/the-ultimate-guide-to-crystal-bar-vapes/,9460000
best crystal flavours,Commercial,170,9,0.00,0.00,0,16,43,37,,https://vapeuk.co.uk/blog/the-best-crystal-bar-flavours,https://www.vapeshop.co.uk/collections/ske-crystal-bar-disposable-vapes,https://www.totallywicked-eliquid.co.uk/ske-crystal-vape-4-in-1,13600000
best disposable vapes uk,Commercial,170,7,0.00,0.00,0,2,63,4,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/disposable-vape,10
best flavour vape,Commercial,170,14,0.00,0.00,0,4,13,15,,https://vapeuk.co.uk/blog/the-best-vape-liquid-flavours-blog,https://www.vapeshop.co.uk/blogs/news/top-ten-best-flavour-vape-juices-in-the-uk,https://www.totallywicked-eliquid.co.uk/vaped/what-are-the-best-e-liquid-flavours/,10400000
best hayati flavours,Commercial,170,7,0.00,0.00,0,52,43,70,,https://vapeuk.co.uk/e-liquids/hayati-pro-max-nic-salt-e-liquid,https://www.vapeshop.co.uk/collections/hayati-pro-max,https://www.totallywicked-eliquid.co.uk/,843000
best no nicotine vape uk,Commercial,170,4,0.00,0.00,0,6,62,16,,https://vapeuk.co.uk/disposable-vapes/nicotine-free-disposable-vape-kits,https://www.vapeshop.co.uk/collections/0mg,https://www.totallywicked-eliquid.co.uk/,6310000
best refillable vape pen uk,Commercial,170,24,0.00,0.00,0,13,68,15,,https://vapeuk.co.uk/pod-vape-kits/refillable-pod-vape-kits,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/kit-types/pen-style-vape-kits,1330000
best refillable vapes,Commercial,170,21,0.00,0.00,0,9,100,31,,https://vapeuk.co.uk/refillable-pod-vape-kits-guide,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,0
best sub ohm vape kit,Commercial,170,22,0.00,0.00,0,1,15,93,,https://vapeuk.co.uk/vape-kits/sub-ohm-vape-kits,https://www.vapeshop.co.uk/collections/advanced-vape-kits,https://www.totallywicked-eliquid.co.uk/,1880000
best tobacco e liquid,Commercial,170,9,0.00,0.00,0,28,20,25,,https://vapeuk.co.uk/flavours/cigarette-tobacco,https://www.vapeshop.co.uk/collections/tobacco-eliquid,https://www.totallywicked-eliquid.co.uk/e-liquids/flavour-types/tobacco,108000000
best uk vapes,Commercial,170,61,0.00,0.00,0,3,32,10,,https://vapeuk.co.uk/vape-kits,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,18900000
best vape for nic salts,Commercial,170,5,0.00,0.00,0,17,78,36,,https://vapeuk.co.uk/vape-kits,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,7
best vape liquid brands,Commercial,170,6,0.00,0.00,0,2,20,12,,https://vapeuk.co.uk/blog/the-best-e-liquid-brands-for-2024,https://www.vapeshop.co.uk/blogs/news/top-ten-best-flavour-vape-juices-in-the-uk,https://www.totallywicked-eliquid.co.uk/,12300000
best vape mods uk,Commercial,170,16,0.00,0.00,0,25,26,30,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/blogs/news/the-best-uk-vape-kits-of-2025,https://www.totallywicked-eliquid.co.uk/,1780000
best vape pod,Commercial,170,18,0.00,0.00,0,72,60,20,,https://vapeuk.co.uk/blog/the-best-vapes-blog,https://www.vapeshop.co.uk/blogs/news/exploring-the-best-vape-pods-of-2025,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/kit-types/vape-pod-kits,12100000
best vape shops with clearpay,Commercial,170,85,0.00,0.00,0,1,23,14,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,8090
best vape starter kit,Commercial,170,8,0.00,0.00,0,4,19,5,,https://vapeuk.co.uk/vape-kits,https://www.vapeshop.co.uk/collections/beginner-vape-kits,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/kit-types/starter-kits,10
best vape starter kit uk,Commercial,170,16,0.00,0.00,0,9,20,11,,https://vapeuk.co.uk/vape-kits/vape-starter-kits,https://www.vapeshop.co.uk/collections/beginner-vape-kits,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/kit-types/starter-kits,1840000
best vape tanks,Commercial,170,6,0.00,0.00,0,77,17,13,,https://vapeuk.co.uk/vape-kits,https://www.vapeshop.co.uk/collections/all-tanks-and-mods,https://www.totallywicked-eliquid.co.uk/e-cig-tanks,4820000
best vapes 2024 uk,Commercial,170,23,0.00,0.00,0,8,57,21,,https://vapeuk.co.uk/vape-kits,https://www.vapeshop.co.uk/blogs/news/exploring-the-best-vape-pods-of-2024,https://www.totallywicked-eliquid.co.uk/vaped/5-best-vape-starter-kits-for-beginners/,8060000
best vapes to buy,Commercial,170,30,0.00,0.00,0,5,45,6,,https://vapeuk.co.uk/vape-kits,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/vaped/5-best-vape-starter-kits-for-beginners/,19500000
big bar 6000 how to refill,Informational,170,12,0.00,0.00,0,2,27,49,,https://vapeuk.co.uk/feoba-big-bar-6000-disposable-vape-kit,https://www.vapeshop.co.uk/collections/lost-mary-bm6000,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/kit-types/big-puff-vapes/6000-puff-vapes,10
big crystal vape,Informational,170,12,0.00,0.00,0,47,2,26,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeshop.co.uk/products/ske-crystal-cl6000-big-puff-vape,https://www.totallywicked-eliquid.co.uk/vaped/the-ultimate-guide-to-crystal-bar-vapes/,6930000
big disposable vape,"Commercial, Informational",170,8,0.00,0.00,0,1,18,5,,https://vapeuk.co.uk/vape-kits/big-puff-vapes,https://www.vapeshop.co.uk/collections/big-puff-vape-kits,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/kit-types/big-puff-vapes,11400000
blu bar pod device,"Commercial, Informational",170,11,0.00,0.00,0,58,14,54,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/products/blu-bar-vape-kit,https://www.totallywicked-eliquid.co.uk/,1890000
blu pro vape kit,"Informational, Transactional",170,23,0.00,0.00,0,62,66,43,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,1300000
blu refill pods,Informational,170,26,0.00,0.00,0,49,63,54,,https://vapeuk.co.uk/pod-vape-kits/refillable-pod-vape-kits,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,1940000
blue bar vape,Informational,170,16,0.00,0.00,0,54,11,56,,https://vapeuk.co.uk/bar-series-mad-blue-nic-salt,https://www.vapeshop.co.uk/products/blu-bar-vape-kit,https://www.totallywicked-eliquid.co.uk/,27800000
blue razz ice,"Commercial, Informational",170,9,0.00,0.00,0,34,73,2,,https://vapeuk.co.uk/drifter-bar-juice-blue-razz-lemonade-ice-100ml,https://www.vapeshop.co.uk/products/blue-razz-ice-nic-salt-by-seriously-salty,https://www.totallywicked-eliquid.co.uk/lost-mary-bm600-prefilled-pod-x-2-blue-razz-ice,7490000
blueberry sour raspberry crystal bar,"Commercial, Informational",170,7,0.00,0.03,0,38,70,5,,https://vapeuk.co.uk/crystal-clear-bar-salts-blueberry-sour-raspberry-nic-salt,https://www.vapeshop.co.uk/products/blueberry-sour-raspberry-ske-crystal-plus-pods,https://www.totallywicked-eliquid.co.uk/ske-600-pro-kit-blueberry-sour-raspberry,2430000
blueberry vape juice,Informational,170,11,0.00,0.00,0,7,38,25,,https://vapeuk.co.uk/drifter-bar-juice-sweet-blueberry-ice-100ml,https://www.vapeshop.co.uk/collections/blueberry-e-liquids,https://www.totallywicked-eliquid.co.uk/vltz-e-liquid-blueberry-ice,5330000
bottle vape,Informational,170,6,0.00,0.00,0,8,53,6,,https://vapeuk.co.uk/vape-bottle-opener-guide,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/,49800000
bottle vapes,Informational,170,28,0.00,0.00,0,7,51,3,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/disposable-vape,10
box of 10 vapes,Commercial,170,3,0.00,0.00,0,42,25,34,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/,19000000
bull ice vape,"Commercial, Informational",170,7,0.00,0.00,0,71,40,36,,https://vapeuk.co.uk/frumist-bar-salts-bull-ice-nic-salt,https://www.vapeshop.co.uk/collections/ske-600-pro,https://www.totallywicked-eliquid.co.uk/elfbar-600-prefilled-pod-kit-elfturbo-ice,2280000
chargeable vape,Commercial,170,19,0.00,0.00,0,6,9,4,,https://vapeuk.co.uk/pod-vape-kits/refillable-pod-vape-kits,https://www.vapeshop.co.uk/blogs/news/disposable-vapes-verses-rechargeable-vapes,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/kit-types/vape-pod-kits/refillable-pod-vape-kits,8620000
charger for juul,"Informational, Transactional",170,12,0.00,0.00,0,80,27,35,,https://vapeuk.co.uk/vape-kits,https://www.vapeshop.co.uk/products/juul2-usb-charging-dock,https://www.totallywicked-eliquid.co.uk/vaping-accessories/chargers,1220000
cheap vape kits,Commercial,170,31,0.00,0.00,0,6,14,27,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,15100000
cheap vape liquid,Commercial,170,29,0.00,0.00,0,13,27,7,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,61900000
cheap vapor,Commercial,170,70,0.00,0.00,0,1,2,13,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,49400000
cheap vapours,Commercial,170,63,0.00,0.00,0,18,2,10,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,4000000
cheapest vapes,Commercial,170,61,0.00,0.00,0,4,11,23,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,150000000
cherry cola elf bar,Informational,170,7,0.00,0.00,0,24,26,2,,https://vapeuk.co.uk/elf-bar-elfliq-cherry-cola-nic-salt,https://www.vapeshop.co.uk/products/cherry-cola-elf-bar-elfa-pro-pods,https://www.totallywicked-eliquid.co.uk/elf-bar-600-prefilled-pod-kit-cherry-cola,2300000
cherry elf bar,Informational,170,8,0.00,0.00,0,13,16,1,,https://vapeuk.co.uk/elf-bar-elfliq-cherry-nic-salt,https://www.vapeshop.co.uk/products/cherry-cloudd-elf-bar-elfa-pro-pods,https://www.totallywicked-eliquid.co.uk/elf-bar-600-prefilled-pod-kit-cherry,8070000
cherry elf bars,"Commercial, Informational",170,8,0.00,0.01,0,5,11,2,,https://vapeuk.co.uk/elf-bar-elfliq-cherry-nic-salt,https://www.vapeshop.co.uk/products/cherry-cloudd-elf-bar-elfa-pro-pods,https://www.totallywicked-eliquid.co.uk/elf-bar-600-prefilled-pod-kit-cherry,8730000
cherry pro,Informational,170,7,0.00,0.04,0,23,10,4,,https://vapeuk.co.uk/hayati-pro-max-cherry-cola-nic-salt,https://www.vapeshop.co.uk/products/fizzy-cherry-hayati-pro-max-refill-pack,https://www.totallywicked-eliquid.co.uk/ske-600-pro-kit-fizzy-cherry,214000000
cherry vape juice,"Commercial, Informational",170,9,0.00,0.00,0,10,76,18,,https://vapeuk.co.uk/elux-legend-fizzy-cherry-nic-salt,https://www.vapeshop.co.uk/collections/cherry-e-liquids,https://www.totallywicked-eliquid.co.uk/vltz-e-liquid-cherry,6890000
cherryice,Informational,170,9,0.00,0.07,0,20,83,6,,https://vapeuk.co.uk/ske-crystal-original-salts-v2-cherry-ice-nic-salt,https://www.vapeshop.co.uk/products/cherry-ice-nic-salt-by-ske-crystal-10ml,https://www.totallywicked-eliquid.co.uk/lost-mary-bm600-prefilled-pod-kit-cherry-ice,2610000
cig best,Commercial,170,41,0.00,0.00,0,49,26,17,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/collections/beginner-vape-kits,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits,23300000
cigarette shops near me,Transactional,170,59,0.00,0.00,0,35,31,21,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,360000000
cigarettes cheaper near me,Transactional,170,23,0.00,0.00,0,60,72,40,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,35300000
coil pack price,Transactional,170,18,0.30,0.87,0,51,65,68,,https://vapeuk.co.uk/vape-pods/refillable-vape-pods,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,10
creamy tobacco vape,Informational,170,9,0.00,0.00,0,5,18,29,,https://vapeuk.co.uk/bar-vape-creamy-tobacco-nic-salt,https://www.vapeshop.co.uk/collections/vuse-ultra,https://www.totallywicked-eliquid.co.uk/vltz-e-liquid-cream-tobacco,1490000
crystal 4 in 1 pods amazon,"Navigational, Transactional",170,30,0.30,0.32,0,18,13,36,,https://vapeuk.co.uk/ske-crystal-cl6000-prefilled-pods,https://www.vapeshop.co.uk/collections/ske-crystal-cl6000,https://www.totallywicked-eliquid.co.uk/brands/ske,4150000
crystal 4in1 pods,"Commercial, Informational",170,12,0.32,0.47,0,1,9,10,,https://vapeuk.co.uk/ske-crystal-4in1-prefilled-vape-pods,https://www.vapeshop.co.uk/collections/ske-crystal-4in1,https://www.totallywicked-eliquid.co.uk/,1220000
crystal bar lemon and lime,"Commercial, Informational",170,6,0.00,0.02,0,21,26,7,,https://vapeuk.co.uk/ske-crystal-original-salts-v2-lemon-lime-nic-salt,https://www.vapeshop.co.uk/collections/ske-600-pro,https://www.totallywicked-eliquid.co.uk/ske-crystal-4-in-1-lemon-lime,9580000
crystal bar refillable,"Commercial, Informational",170,10,0.00,0.17,0,1,7,18,,https://vapeuk.co.uk/ske-crystal-plus-refillable-pod-vape-kit,https://www.vapeshop.co.uk/collections/ske-crystal-plus,https://www.totallywicked-eliquid.co.uk/,2980000
crystal cherry ice,Informational,170,7,0.00,0.09,0,18,11,19,,https://vapeuk.co.uk/ske-crystal-original-salts-v2-cherry-ice-nic-salt,https://www.vapeshop.co.uk/collections/ske,https://www.totallywicked-eliquid.co.uk/ske-600-pro-kit-cherry-ice,42700000
crystal flavours 600,"Commercial, Informational",170,9,0.00,0.00,0,5,22,13,,https://vapeuk.co.uk/ske-crystal-bar-600-pro-prefilled-pods,https://www.vapeshop.co.uk/collections/ske-600-pro,https://www.totallywicked-eliquid.co.uk/ske-600-pro-kit,2770000
crystal nic salts,"Commercial, Informational",170,9,0.00,0.00,0,7,27,53,,https://vapeuk.co.uk/e-liquids/ske-crystal-original-salts,https://www.vapeshop.co.uk/collections/ske-crystal-nic-salts-eliquid,https://www.totallywicked-eliquid.co.uk/,2330000
crystal reusable vape,"Commercial, Informational",170,14,0.00,0.00,0,1,4,8,,https://vapeuk.co.uk/ske-crystal-plus-refillable-pod-vape-kit,https://www.vapeshop.co.uk/collections/ske-crystal-plus,https://www.totallywicked-eliquid.co.uk/vaped/the-ultimate-guide-to-crystal-bar-vapes/,693000
crystal strawberry burst,"Commercial, Informational",170,7,0.00,0.04,0,12,36,6,,https://vapeuk.co.uk/ske-crystal-original-salts-v2-strawberry-burst-nic-salt,https://www.vapeshop.co.uk/products/strawberry-burst-ske-crystal-cl6000-pods,https://www.totallywicked-eliquid.co.uk/ske-600-pro-kit-strawberry-burst,3750000
crystals vape,"Commercial, Informational",170,17,0.00,0.00,0,7,9,16,,https://vapeuk.co.uk/vendors/ske,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/vape-pod-kits/ske-crystal-pod-kits,16200000
dispoable vapes,"Commercial, Informational",170,40,0.00,0.00,0,7,5,2,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/disposable-vape,18800000
disposable vape deals,Commercial,170,22,0.00,0.00,0,12,20,26,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/vape-deals,42900000
disposable vape flavours,Informational,170,15,0.00,0.00,0,6,17,1,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/disposable-vape,4340000
disposable vape pens,Commercial,170,53,0.00,0.00,0,4,3,1,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/disposable-vape,7120000
disposable vape sale uk,Transactional,170,26,0.00,0.00,0,11,28,23,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/,3660000
disposable vapes 6000 puffs,"Commercial, Informational",170,12,0.00,0.00,0,8,3,2,,https://vapeuk.co.uk/disposable-vapes/6000-puff-disposables,https://www.vapeshop.co.uk/products/hayati-pro-max-6000-puffs,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/kit-types/big-puff-vapes/6000-puff-vapes,1660000
