Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,vapourism.co.uk,vapeuk.co.uk,vapeclub.co.uk,vapestore.co.uk,vapeshop.co.uk,vapourism.co.uk (pages),vapeuk.co.uk (pages),vapeclub.co.uk (pages),vapestore.co.uk (pages),vapeshop.co.uk (pages),Results
argus vape pods,"Commercial, Informational",210,10,0.00,0.00,0,3,2,5,29,,https://vapeuk.co.uk/voopoo-argus-p1-replacement-pod-cartridges,https://www.vapeclub.co.uk/vape-pods/voopoo/voopoo-argus-pod,https://www.vapestore.co.uk/products/voopoo-argus-top-fill-replacement-pods-3pk,https://www.vapeshop.co.uk/collections/voopoo,2000000
aspire flexus blok,"Commercial, Informational",210,5,0.00,0.01,0,0,15,1,0,,,https://www.vapeclub.co.uk/vape-pods/aspire/aspire-flexus-blok-vape-kit,https://www.vapestore.co.uk/products/aspire-flexus-blok-pod-kit,,10
aspire flexus stik,"Commercial, Informational",210,4,0.00,0.02,0,17,13,6,66,,https://vapeuk.co.uk/aspire-flexus-stik-replacement-e-liquid-pod,https://www.vapeclub.co.uk/vape-pods/aspire/aspire-flexus-stik-vape-kit,https://www.vapestore.co.uk/products/aspire-flexus-stik-pod-kit,https://www.vapeshop.co.uk/products/aspire-flexus-stik-pod-vape-kit,109000
aspire gotek x 2,"Commercial, Informational",210,9,0.00,0.09,0,1,7,61,75,,https://vapeuk.co.uk/aspire-gotek-x-ii-pod-vape-kit,https://www.vapeclub.co.uk/vape-pods/aspire/aspire-gotek-x-2-vape-kit,https://www.vapestore.co.uk/products/aspire-gotek-replacement-pods,https://www.vapeshop.co.uk/products/aspire-gotek-x-replacement-pods-pack-of-2,751000
aspire k3 battery,"Commercial, Informational",210,3,0.00,0.00,0,29,57,49,31,,https://vapeuk.co.uk/aspire-k3-replacement-tank,https://www.vapeclub.co.uk/vape-kits/aspire/k3,https://www.vapestore.co.uk/products/aspire-k3-quick-start-vape-kit,https://www.vapeshop.co.uk/products/aspire-k3-replacement-battery,90
aspire minican plus,"Commercial, Informational",210,9,0.00,0.00,0,18,12,26,0,,https://vapeuk.co.uk/aspire-minican-pods,https://www.vapeclub.co.uk/vape-pods/aspire/aspire-minican-plus-pod,https://www.vapestore.co.uk/products/aspire-minican-plus-pod-kit,,245000
aspire tanks,"Commercial, Informational",210,7,0.00,0.00,0,27,15,3,0,,https://vapeuk.co.uk/vendors/aspire?p=3,https://www.vapeclub.co.uk/vape-tanks/aspire/,https://www.vapestore.co.uk/collections/brands-aspire-aspire-tanks,,4530000
aspire vilter,Informational,210,8,0.00,0.00,0,17,20,0,41,,https://vapeuk.co.uk/aspire-vilter-pod-kit,https://www.vapeclub.co.uk/vaping-accessories/drip-tips/aspire-vilter-paper-filter-drip-tips,,https://www.vapeshop.co.uk/products/aspire-vilter-replacement-pods-pack-of-2,263000
aspire zelos,"Commercial, Informational",210,16,0.00,0.00,0,8,7,12,67,,https://vapeuk.co.uk/aspire-zelos-m80-kit,https://www.vapeclub.co.uk/vape-kits/aspire/zelos-3,https://www.vapestore.co.uk/products/aspire-zelos-3-vape-kit,https://www.vapeshop.co.uk/products/aspire-zelos-3-kit,562000
ayce,Informational,210,14,0.00,0.02,0,0,4,0,0,,,https://www.vapeclub.co.uk/vape-pods/dovpo/dovpo-ayce-pro-vape-kit,,,5530000
balanced brew,"Commercial, Informational",210,28,0.00,0.05,0,32,0,0,0,,https://vapeuk.co.uk/e-liquids/ohm-brew/ohm-brew-balanced-blend-nic-salts,,,,17000000
banana blood,Informational,210,28,0.00,0.01,0,0,51,0,0,,,https://www.vapeclub.co.uk/e-liquids/pacha-mama/blood-orange-banana-gooseberry-shortfill,,,91300000
banana large,"Informational, Transactional",210,15,0.00,0.05,0,0,39,0,0,,,https://www.vapeclub.co.uk/e-liquids/large-juice/banana-haze-shortfill,,,336000000
bape shop,Navigational,210,64,0.40,0.07,0,0,40,0,36,,,https://www.vapeclub.co.uk/,,https://www.vapeshop.co.uk/,15900000
bar fusion,Commercial,210,29,0.00,0.01,0,0,50,0,0,,,https://www.vapeclub.co.uk/disposable-vape/crystal-bar/crystal-bar-blue-fusion-disposable-vape,,,265000000
bar juices,"Commercial, Informational",210,11,0.41,0.87,0,19,6,5,20,,https://vapeuk.co.uk/e-liquids/bar-juice-5000-nic-salt-e-liquids,https://www.vapeclub.co.uk/e-liquids/bar-juice-5000/,https://www.vapestore.co.uk/collections/brands-bar-juice-eliquid,https://www.vapeshop.co.uk/collections/bar-juice-5000-nic-salt-eliquid,73500000
bar liquid,Commercial,210,33,0.00,0.15,0,19,3,6,35,,https://vapeuk.co.uk/e-liquids/elf-bar-elfliq-nic-salt-e-liquids,https://www.vapeclub.co.uk/e-liquids/bar-juice-5000/,https://www.vapestore.co.uk/collections/brands-bar-juice-eliquid,https://www.vapeshop.co.uk/collections/bar-works-e-liquid,604000000
bar on fire,Informational,210,22,0.00,0.00,0,0,32,0,0,,,https://www.vapeclub.co.uk/disposable-vape/crystal-bar/crystal-bar-fire-brew-disposable-vape,,,1630000000
bar vape juice,Informational,210,27,0.00,0.00,0,19,7,17,29,,https://vapeuk.co.uk/e-liquids/that-bar-juice-nic-salts,https://www.vapeclub.co.uk/e-liquids/elfliq/,https://www.vapestore.co.uk/collections/brands-bar-juice-eliquid,https://www.vapeshop.co.uk/collections/bar-juice-5000-nic-salt-eliquid,15500000
batteries for e cigarettes,"Informational, Transactional",210,15,0.00,0.02,0,92,19,46,12,,https://vapeuk.co.uk/mods/battery-cells,https://www.vapeclub.co.uk/vape-batteries/,https://www.vapestore.co.uk/collections/accessories-batteries-external-batteries-18650,https://www.vapeshop.co.uk/collections/vape-batteries,13200000
batteries for e cigs,"Informational, Transactional",210,19,0.00,0.02,0,0,19,28,1,,,https://www.vapeclub.co.uk/vape-batteries/,https://www.vapestore.co.uk/collections/accessories-batteries-external-batteries-18650,https://www.vapeshop.co.uk/collections/vape-batteries,1420000
berry blast,Informational,210,6,0.00,0.20,0,16,0,22,0,,https://vapeuk.co.uk/bar-series-gold-edition-berry-blast-nic-salt,,https://www.vapestore.co.uk/products/berry-blast-doozy-legends-eliquid-100ml,,10
best e liquid,Commercial,210,23,0.00,0.00,0,1,7,11,20,,https://vapeuk.co.uk/blog/the-best-e-liquid-brands-for-2024,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/collections/e-liquid,https://www.vapeshop.co.uk/blogs/news/top-ten-best-flavour-vape-juices-in-the-uk,1100000000
best e liquid brands,Commercial,210,7,0.00,0.00,0,1,9,19,27,,https://vapeuk.co.uk/blog/the-best-e-liquid-brands-for-2024,https://www.vapeclub.co.uk/e-liquids/brands/,https://www.vapestore.co.uk/collections/e-liquid,https://www.vapeshop.co.uk/blogs/news/top-ten-best-flavour-vape-juices-in-the-uk,604000000
best electric cigarette,Commercial,210,36,0.00,0.00,0,3,74,17,37,,https://vapeuk.co.uk/vape-kits,https://www.vapeclub.co.uk/vape-kits/,https://www.vapestore.co.uk/collections/vape-kits-mods-vape-kits,https://www.vapeshop.co.uk/collections/vape-kits,256000000
best elf bar flavours,Commercial,210,12,0.00,0.00,0,12,21,0,86,,https://vapeuk.co.uk/blog/best-elf-bar-flavours,https://www.vapeclub.co.uk/disposable-vape/guides/best-elf-bar-flavours,,https://www.vapeshop.co.uk/blogs/news/elf-bar-which-is-the-best-flavour,2180000
best heated tobacco device uk,Commercial,210,5,0.00,0.00,0,44,0,0,36,,https://vapeuk.co.uk/alternatives/heated-tobacco,,,https://www.vapeshop.co.uk/pages/iqos-heets,98
best mouth to lung vape,Commercial,210,17,0.00,0.00,0,8,13,5,14,,https://vapeuk.co.uk/vape-kits/vape-starter-kits,https://www.vapeclub.co.uk/vape-kits/high-pg-eliquid/,https://www.vapestore.co.uk/collections/vape-hardware-vape-type-classic-high-pg,https://www.vapeshop.co.uk/blogs/news/top-five-mouth-to-lung-vapes,2980000
best nic salt juice,Commercial,210,9,0.00,0.00,0,12,24,1,45,,https://vapeuk.co.uk/e-liquids/nicotine-salt-e-liquids,https://www.vapeclub.co.uk/e-liquids/guides/best-salt-nic-eliquids-to-buy,https://www.vapestore.co.uk/collections/e-liquid-vape-type-nicotine-salts-e-liquid,https://www.vapeshop.co.uk/collections/nicotine-salts-eliquid,8040000
best nic salts,Commercial,210,6,0.00,0.00,0,12,24,6,61,,https://vapeuk.co.uk/e-liquids/nicotine-salt-e-liquids,https://www.vapeclub.co.uk/e-liquids/guides/best-salt-nic-eliquids-to-buy,https://www.vapestore.co.uk/collections/e-liquid-vape-type-nicotine-salts-e-liquid,https://www.vapeshop.co.uk/collections/nicotine-salts-eliquid,4480000
best nicotine free vape,Commercial,210,4,0.00,0.00,0,14,6,30,75,,https://vapeuk.co.uk/disposable-vapes/nicotine-free-disposable-vape-kits,https://www.vapeclub.co.uk/e-liquids/guides/best-nicotine-free-vapes,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,16300000
best pod vape uk,Commercial,210,19,0.00,0.00,0,5,17,10,85,,https://vapeuk.co.uk/pod-vape-kits/refillable-pod-vape-kits,https://www.vapeclub.co.uk/vape-pods/,https://www.vapestore.co.uk/collections/vape-kits-mods-pod-vape-kits-refillable-pod-kits,https://www.vapeshop.co.uk/,4570000
best rechargeable vape,Commercial,210,24,0.00,0.00,0,2,17,9,47,,https://vapeuk.co.uk/vape-kits,https://www.vapeclub.co.uk/vape-kits/,https://www.vapestore.co.uk/collections/vape-kits-mods-pod-vape-kits-refillable-pod-kits,https://www.vapeshop.co.uk/,7260000
best refillable pod vape 2024,Commercial,210,15,0.00,0.00,0,15,12,82,22,,https://vapeuk.co.uk/pod-vape-kits/refillable-pod-vape-kits,https://www.vapeclub.co.uk/vape-pods/guides/top-10-refillable-pod-kits,https://www.vapestore.co.uk/collections/vape-kits-mods-pod-vape-kits-refillable-pod-kits,https://www.vapeshop.co.uk/blogs/news/exploring-the-best-vape-pods-of-2024,1350000
best small vape,Commercial,210,18,0.00,0.00,0,12,11,8,4,,https://vapeuk.co.uk/vape-kits,https://www.vapeclub.co.uk/vape-kits/guides/best-compact-vape-kits,https://www.vapestore.co.uk/collections/pod-vape-kits,https://www.vapeshop.co.uk/collections/pod-and-compact-vape-kits,116000000
best smoke brand,Commercial,210,20,0.00,0.02,0,53,0,0,0,,https://vapeuk.co.uk/vape-kits,,,,315000000
best uke brands,Commercial,210,23,0.23,0.99,0,98,0,0,0,,https://vapeuk.co.uk/,,,,897000
best vape 2024,Commercial,210,9,0.00,0.00,0,32,72,44,65,,https://vapeuk.co.uk/vape-kits,https://www.vapeclub.co.uk/vape-pods/guides/top-10-refillable-pod-kits,https://www.vapestore.co.uk/blogs/vape-reviews/vapestores-best-vape-kits-of-2024-the-years-top-devices-for-every-vaper,https://www.vapeshop.co.uk/blogs/news/exploring-the-best-vape-pods-of-2024,121000000
best vape mods,Commercial,210,24,0.00,0.00,0,70,14,5,74,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/vape-mods/,https://www.vapestore.co.uk/collections/vape-kits-mods-vape-mods,https://www.vapeshop.co.uk/blogs/news/best-vape-mods-box-mods-2021,5260000
best vapes to quit smoking,Commercial,210,9,0.00,0.00,0,65,0,0,0,,https://vapeuk.co.uk/blog/the-best-vapes-for-heavy-smokers,,,,3930000
best vaporesso vape,Commercial,210,8,0.00,0.00,0,3,14,19,29,,https://vapeuk.co.uk/vape-kits/vaporesso-vape-kits,https://www.vapeclub.co.uk/vape-pods/vaporesso/vaporesso-xros-pro-vape-kit,https://www.vapestore.co.uk/collections/brands-vaporesso,https://www.vapeshop.co.uk/collections/vaporesso,3750000
big bar 6000 refill,"Commercial, Informational",210,9,0.00,0.04,0,1,2,7,20,,https://vapeuk.co.uk/feoba-bar-pro-6000-prefilled-pods,https://www.vapeclub.co.uk/vape-kits/feoba/feoba-pro-6000-vape-kit,https://www.vapestore.co.uk/collections/pod-vape-kits-6000-puff-vape,https://www.vapeshop.co.uk/,2220000
big fruity,Informational,210,3,0.00,0.02,0,5,0,0,0,,https://vapeuk.co.uk/big-bold-fruity-mango-passion-e-liquid,,,,59800000
big salts,"Informational, Transactional",210,0,0.00,0.06,0,41,31,26,0,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/collections/brands-large-juice-large-salts,,162000000
big smoke bar,Informational,210,22,0.00,0.05,0,0,84,0,0,,,https://www.vapeclub.co.uk/vape-kits/big-puff/,,,296000000
biggest watermelon,Informational,210,25,0.00,0.34,0,0,66,0,0,,,https://www.vapeclub.co.uk/,,,40100000
birmingham clue hq,"Informational, Navigational",210,15,0.52,0.02,0,0,90,0,0,,,https://www.vapeclub.co.uk/,,,80000
birmingham vape shop,Navigational,210,70,0.00,0.00,0,90,8,29,0,,https://vapeuk.co.uk/hayati-pro-ultra-plus-25000-prefilled-pod-kit,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,,848000
black mamba vap,Informational,210,4,0.00,0.00,0,20,14,0,0,,https://vapeuk.co.uk/vapes-bars-ghost-salts-black-mamba-nic-salt,https://www.vapeclub.co.uk/e-liquids/juice-n-power/jnp-bar-salts-6000/black-mamba-jnp-bar-salts-6000-nic-salt-e-liquid,,,46000
black mamba vape,Informational,210,7,0.00,0.00,0,6,13,0,0,,https://vapeuk.co.uk/vapes-bars-ghost-salts-black-mamba-nic-salt,https://www.vapeclub.co.uk/e-liquids/juice-n-power/jnp-bar-salts-6000/black-mamba-jnp-bar-salts-6000-nic-salt-e-liquid,,,10
black mint,"Informational, Transactional",210,9,0.00,0.89,0,0,57,0,0,,,https://www.vapeclub.co.uk/nicotine-pouches/iceberg/black-mint-iceberg-nic-pouch,,,839000000
blackberry and apple crumble mary berry,Informational,210,14,0.00,0.00,0,78,0,0,0,,https://vapeuk.co.uk/new-products,,,,588000
blackcurrant photo,Informational,210,27,0.00,0.39,0,87,0,0,0,,https://vapeuk.co.uk/pod-vape-kits/refillable-pod-vape-kits,,,,10200000
blast kit,Informational,210,4,0.35,1.00,0,86,29,84,0,,https://vapeuk.co.uk/vaporesso-dojo-blast-10k-prefilled-pod-vape-kit,https://www.vapeclub.co.uk/vape-kits/vaporesso/vaporesso-dojo-blast-6000-vape-kit,https://www.vapestore.co.uk/collections/brands-vaporesso-vaporesso-dojo-blast,,82700000
blood pro,"Informational, Transactional",210,13,3.83,0.06,0,0,36,0,93,,,https://www.vapeclub.co.uk/vape-pods/instafill/insta-o-pro/blue-blood-orange-insta-o-pro-refill-pack-pod,,https://www.vapeshop.co.uk/products/blue-blood-orange-insta-o-pro-refill-pack,918000000
bloody bar 30k triple twist prefilled pod kit,"Commercial, Informational",210,5,0.00,0.00,0,2,11,0,56,,https://vapeuk.co.uk/bloody-bar-triple-twist-30000-prefilled-pod-kit,https://www.vapeclub.co.uk/vape-kits/bloody-bar/,,https://www.vapeshop.co.uk/collections/pre-filled-pod-kits,7200
bloody mary vapes,"Commercial, Informational",210,8,0.00,0.00,0,3,81,98,70,,https://vapeuk.co.uk/bloody-mary-bm600-disposable-kit,https://www.vapeclub.co.uk/vape-pods/lost-mary-pods/bm6000-refill-packs/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/collections/disposable-vape-kits,585000
blu 2,Informational,210,24,0.00,0.18,0,0,17,0,0,,,https://www.vapeclub.co.uk/vape-pods/blu/blu-2-0-vape-device,,,1120000000
blu cigarette,Informational,210,33,0.00,0.04,0,0,51,0,76,,,https://www.vapeclub.co.uk/vape-kits/blu/,,https://www.vapeshop.co.uk/collections/blu-bar,16100000
blu e liquid,Informational,210,22,0.00,0.00,0,22,10,0,0,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/e-liquids/my-blu/,,,46200000
blu pod,Informational,210,27,0.00,0.85,0,0,2,0,31,,,https://www.vapeclub.co.uk/vape-pods/blu/,,https://www.vapeshop.co.uk/collections/myblu,54100000
blu vape device,Navigational,210,16,0.00,0.00,0,61,7,0,0,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeclub.co.uk/vape-pods/blu/,,,1690000
blu vape flavours,Informational,210,21,0.00,0.00,0,0,8,0,23,,,https://www.vapeclub.co.uk/vape-pods/blu/,,https://www.vapeshop.co.uk/collections/blu-bar,10
blu.,Navigational,210,42,0.00,0.00,0,0,13,0,0,,,https://www.vapeclub.co.uk/vape-pods/blu/,,,1180000000
blu],Navigational,210,42,0.00,0.00,0,0,12,0,0,,,https://www.vapeclub.co.uk/vape-pods/blu/,,,1180000000
blue banana near me,"Navigational, Transactional",210,26,0.45,0.04,0,69,0,0,0,,https://vapeuk.co.uk/,,,,100
blue cherry,Informational,210,9,18.27,0.05,0,0,8,0,0,,,https://www.vapeclub.co.uk/e-liquids/riot-squad/bar-edition/riot-bar-edition-blue-cherry-burst-nic-salt-e-liquid,,,935000000
blue fusion,Informational,210,5,0.00,0.00,0,9,1,14,50,,https://vapeuk.co.uk/ske-crystal-original-salts-v2-blue-fusion-nic-salt,https://www.vapeclub.co.uk/disposable-vape/crystal-bar/crystal-bar-blue-fusion-disposable-vape,https://www.vapestore.co.uk/products/ske-crystal-blue-fusion-nic-salt-e-liquid,https://www.vapeshop.co.uk/products/blue-fusion-nic-salt-by-ske-crystal-10ml,576000000
blue ice lolly,Informational,210,12,0.00,0.88,0,0,26,0,0,,,https://www.vapeclub.co.uk/e-liquids/bar-juice-5000/blue-ice-pop-nic-salt-e-liquid,,,9710000
blue liquid,Informational,210,8,0.00,0.20,0,0,5,0,0,,,https://www.vapeclub.co.uk/e-liquids/elux/elux-legend-mr-blue-nic-salt-e-liquid,,,1060000000
blue maximum,Informational,210,26,0.00,0.08,0,0,22,0,0,,,https://www.vapeclub.co.uk/vape-pods/hyola/mad-blue-hyola-pro-max-8000-refill-pack-pod,,,3030000000
blue maxxxx,"Commercial, Informational",210,15,0.00,0.08,0,0,35,0,0,,,https://www.vapeclub.co.uk/e-liquids/bear-salts/bear-pro-max-nic-salt-e-liquid/bear-pro-max-blue-raspberry-nic-salt-e-liquid,,,5030000000
blue mints,"Informational, Transactional",210,3,1.64,0.92,0,31,27,0,0,,https://vapeuk.co.uk/just-juice-blue-mint-nic-salt,https://www.vapeclub.co.uk/e-liquids/just-juice/blue-mint-just-juice-nic-salt-e-liquid,,,24100000
blue razz gummy bear vape,Informational,210,5,0.00,0.00,0,9,2,53,0,,https://vapeuk.co.uk/elux-legend-blue-razz-gummy-nic-salt,https://www.vapeclub.co.uk/e-liquids/hayati/hayati-pro-max-nic-salt/hayati-pro-max-blue-razz-gummy-bear-nic-salt-e-liquid,https://www.vapestore.co.uk/products/hayati-pro-max-blue-razz-gummy-bear-nic-salt-e-liquid-10ml,,577000
blue slush,"Informational, Transactional",210,9,0.00,0.06,0,35,5,22,37,,https://vapeuk.co.uk/crystal-clear-bar-salts-blue-slush-nic-salt,https://www.vapeclub.co.uk/e-liquids/crystal-clear/crystal-clear-blue-slush-nic-salt-e-liquid,https://www.vapestore.co.uk/products/pukka-juice-blue-slush-50-50-e-liquid,https://www.vapeshop.co.uk/products/blue-slush-by-the-signature-range-50ml,23200000
blue slushee,Informational,210,18,0.00,0.06,0,37,48,54,22,,https://vapeuk.co.uk/slushie-salts-bar-mr-blue-nic-salt,https://www.vapeclub.co.uk/e-liquids/ohm-brew/double-brew-originals/blue-slush-double-brew-originals-nic-salt-e-liquid,https://www.vapestore.co.uk/products/ultimate-puff-on-ice-blue-slush-shortfill-eliquid-100ml,https://www.vapeshop.co.uk/products/slushy-hut-blue-slush-50ml-0mg,23900000
blue slushie,Informational,210,12,0.00,0.06,0,18,19,0,24,,https://vapeuk.co.uk/slushie-salts-bar-mr-blue-nic-salt,https://www.vapeclub.co.uk/vape-pods/zeltu/blue-slushie-lemonade-zeltu-x3-pod,,https://www.vapeshop.co.uk/products/slushy-hut-blue-slush-50ml-0mg,36500000
blueberry cherry cranberry,Informational,210,10,0.00,0.01,0,7,1,3,73,,https://vapeuk.co.uk/hayati-pro-max-blueberry-cherry-cranberry-nic-salt,https://www.vapeclub.co.uk/e-liquids/bar-juice-5000/bar-juice-5000-blueberry-cherry-cranberry-nic-salt-e-liquid,https://www.vapestore.co.uk/products/elux-legend-blueberry-cherry-cranberry-nicsalt-eliquid,https://www.vapeshop.co.uk/products/blueberry-cherry-cranberry-nic-salt-by-bar-juice-5000,28400000
blueberry elf bar,Informational,210,7,0.00,0.00,0,15,1,12,0,,https://vapeuk.co.uk/elf-bar-elfliq-nic-salt-blueberry,https://www.vapeclub.co.uk/vape-pods/elfbar/elf-bar-600/blueberry-elf-bar-600-pod,https://www.vapestore.co.uk/products/elf-bar-elfa-pro-blueberry-bg-prefilled-pods-20mg,,9
blueberry gum,Informational,210,12,0.00,0.02,0,74,86,16,0,,https://vapeuk.co.uk/drifter-bar-juice-blueberry-bubblegum-100ml,https://www.vapeclub.co.uk/e-liquids/elux/elux-legend-blueberry-bubblegum-nic-salt-e-liquid,https://www.vapestore.co.uk/products/q-salts-blueberry-bubblegum-nicsalt-e-liquid,,51900000
blueberry raspberry,Informational,210,17,0.00,0.09,0,5,7,9,0,,https://vapeuk.co.uk/hayati-pro-max-blueberry-raspberry-nic-salt,https://www.vapeclub.co.uk/vape-pods/crystal/crystal-plus-blueberry-raspberry-pod,https://www.vapestore.co.uk/products/elux-legend-blueberry-raspberry-nicsalt-eliquid,,112000000
bm600 lost mary,Informational,210,18,0.00,0.39,0,2,3,8,16,,https://vapeuk.co.uk/lost-mary-bm600-prefilled-pod-kit,https://www.vapeclub.co.uk/vape-kits/lost-mary-pods/lost-mary-bm600-pod-kit,https://www.vapestore.co.uk/products/lost-mary-bm600-prefilled-pod-vape-kit,https://www.vapeshop.co.uk/products/lost-mary-bm600-prefilled-pod-kit,572000
bold 3 in 1 pods,"Informational, Transactional",210,16,0.39,1.00,0,74,68,0,0,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeclub.co.uk/vape-pods/lost-mary-pods/,,,82
boost pro vape,"Commercial, Informational",210,6,0.00,0.00,0,8,37,4,54,,https://vapeuk.co.uk/geekvape-aegis-boost-3-vape-kit,https://www.vapeclub.co.uk/vape-pods/geekvape/geekvape-b100-aegis-boost-pro-2-pod,https://www.vapestore.co.uk/products/geekvape-aegis-boost-pro-2-vape-kit-100w,https://www.vapeshop.co.uk/products/geekvape-aegis-boost-pro-2-kit,8410000
boxes of vapes,"Commercial, Informational",210,2,0.00,0.00,0,48,31,34,49,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/vape-kits/box-mods/,https://www.vapestore.co.uk/collections/vape-kits-mods,https://www.vapeshop.co.uk/collections/disposable-vape-kits,5510000
brew kits,Commercial,210,24,0.31,1.00,0,96,0,90,0,,https://vapeuk.co.uk/,,https://www.vapestore.co.uk/collections/e-liquid,,13200000
brighton mod weekender,"Commercial, Informational",210,12,0.00,0.00,0,0,86,0,0,,,https://www.vapeclub.co.uk/,,,1140000
brighton rock sweet,Informational,210,14,0.00,0.43,0,99,0,0,0,,https://vapeuk.co.uk/e-liquids,,,,9130000
brighton victorian,Informational,210,26,0.00,0.00,0,40,0,0,0,,https://vapeuk.co.uk/brighton-rock-victorian-reserve,,,,5790000
